,mean,sd,eti89_lb,eti89_ub,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
last_s[90],-0.0322018973846486,0.09528204802498323,-0.19362357622560486,0.11194806248247324,105.58480796894185,87.73573854984186,1.0015247054878653,0.009313910223052719,0.005246198354332308
last_s[91],-0.0987971728343748,0.21033711389811516,-0.41928229325073046,0.2185410840331582,112.59266938816774,64.25323839752939,0.9964718681109874,0.017649637431659305,0.03419876958306044
last_s[92],0.03526054796431664,0.20712138122879212,-0.2821185464690561,0.33623989044719715,57.51275823305173,67.73989328027496,1.0403075026243975,0.02765809215050186,0.022972807544458445
last_s[93],0.1878243062864588,0.1551899924947548,-0.05270503299955186,0.4423731135666903,117.49992354114185,84.80007324162868,1.0189793487715137,0.01412407478535646,0.014581396692040036
last_s[94],-0.03947321743313183,0.10519527315761393,-0.19460897113529585,0.11948497440427151,151.94954539892314,110.56437336853791,0.9979961456031889,0.00849292434785995,0.005299398646868462
last_s[95],-0.23382259506215242,0.15827749592618703,-0.4754005965142311,-0.012876190216132448,101.64464348858654,92.98745867925005,1.009740197550447,0.015808440687752726,0.014150535901034775
last_s[96],-0.16991678463902382,0.13379695938995437,-0.39750863334759623,0.019613686045090572,97.35921790697343,72.00847826498364,1.0305862498259533,0.013847715855470276,0.009801727018386573
last_s[97],-0.1139777353187798,0.1791232991308889,-0.38021238150304854,0.15611578278297858,104.44162058017923,72.42844888091712,1.0034918611181591,0.01786089831953234,0.016398470324149376
last_s[98],0.05758723982329249,0.23213795356745068,-0.2800960747453511,0.412191160388711,88.56475723450275,89.09242298084929,1.0194083062099535,0.025489414771736975,0.020572050622852115
last_s[99],0.17813818637917492,0.08145629007148125,0.035297856336963765,0.30082411484305105,103.63565558866225,106.5888714956596,1.0075367582225476,0.007925038860773396,0.006891455785093633
last_s[100],0.17197743623650102,0.16953808355566202,-0.09131557509562617,0.42536784713529013,101.46033315847912,61.408543084365,1.0215249146870493,0.01709814404638109,0.012161024319262713
last_s[101],0.1588018095677626,0.11756627285955423,-0.04210108251321331,0.3328740617416267,200.0,107.29489444267473,0.995993946461748,0.008355071197638708,0.007604737911209483
